feature,importance_log_r2,importance_spearman,model,dataset
node:active_months,0.02420538002234755,0.012368247374306529,EdgeGAT_full_attention_ka_ka,chips
node:gdpcap_d,0.023254369633306776,0.012149361858096785,EdgeGAT_full_attention_ka_ka,chips
node:score_vol,0.013390215893658,0.008269851690217322,EdgeGAT_full_attention_ka_ka,chips
node:pop_d,0.008966274619233938,0.007502635625996845,EdgeGAT_full_attention_ka_ka,chips
node:score_max,0.0006161319232507179,0.0018817176308651244,EdgeGAT_full_attention_ka_ka,chips
edge:dist,0.00018246074221983655,0.00046785660724590894,EdgeGAT_full_attention_ka_ka,chips
node:refYear,0.0,0.0,EdgeGAT_full_attention_ka_ka,chips
edge:pair_score_mean,-0.0005721730450873874,-0.0001085201968878587,EdgeGAT_full_attention_ka_ka,chips
edge:pair_gold_mean,-0.0014307770936224928,0.004862680441280798,EdgeGAT_full_attention_ka_ka,chips
edge:pair_events,-0.0022565171607031864,-0.00025001336871492236,EdgeGAT_full_attention_ka_ka,chips
edge:pair_score_max,-0.002494155091877226,-2.2831778033453414e-05,EdgeGAT_full_attention_ka_ka,chips
node:events_total,-0.005792321198745916,0.0010935823091191936,EdgeGAT_full_attention_ka_ka,chips
node:score_mean,0.45661798565995654,0.22370801595653877,EdgeGAT_full_attention_ka_tk,chips
node:tone_mean,0.31422866229197693,0.18136815084162702,EdgeGAT_full_attention_ka_tk,chips
node:active_months,0.1829276418221066,0.05829190008849646,EdgeGAT_full_attention_ka_tk,chips
node:score_vol,0.14676597969597005,0.11189790992326953,EdgeGAT_full_attention_ka_tk,chips
node:gdpcap_o,0.0758347383039623,0.07536343304682443,EdgeGAT_full_attention_ka_tk,chips
node:goldstein_wmean,0.0721485564033592,0.038020926322915094,EdgeGAT_full_attention_ka_tk,chips
node:events_total,0.042949501504299804,0.016946786767295663,EdgeGAT_full_attention_ka_tk,chips
node:pop_o,0.03920838231921361,0.021288024238460806,EdgeGAT_full_attention_ka_tk,chips
node:cmdCode,0.02001743632609147,0.01503469981241845,EdgeGAT_full_attention_ka_tk,chips
node:score_max,0.007941534508140724,0.011207115174999727,EdgeGAT_full_attention_ka_tk,chips
node:pop_d,0.004723493701495533,0.004968214601585363,EdgeGAT_full_attention_ka_tk,chips
edge:dist,0.0022014070784810804,0.0012655086894071133,EdgeGAT_full_attention_ka_tk,chips
node:gdpcap_d,0.00021704747345289524,-0.0001561603468018813,EdgeGAT_full_attention_ka_tk,chips
edge:pair_score_max,0.00011229495607708213,0.00037163730529599093,EdgeGAT_full_attention_ka_tk,chips
edge:pair_gold_mean,3.891055965665746e-05,0.002103265450837647,EdgeGAT_full_attention_ka_tk,chips
node:refYear,0.0,0.0,EdgeGAT_full_attention_ka_tk,chips
edge:pair_score_mean,-0.0007116669449760415,4.735375538452343e-05,EdgeGAT_full_attention_ka_tk,chips
edge:pair_events,-0.0038068972633723184,-0.002177033268069543,EdgeGAT_full_attention_ka_tk,chips
node:events_total,0.18178185311045522,0.12304546095263375,EdgeGAT_full_blend_tk_ka,chips
node:gdpcap_o,0.16263806951211823,0.17397563148329123,EdgeGAT_full_blend_tk_ka,chips
node:tone_mean,0.11795393819620059,0.10279682425227421,EdgeGAT_full_blend_tk_ka,chips
node:pop_o,0.09794749363623563,0.06598609657872123,EdgeGAT_full_blend_tk_ka,chips
node:active_months,0.05722074371165783,0.04339558990616819,EdgeGAT_full_blend_tk_ka,chips
node:cmdCode,0.03013752690034599,0.01864867328486275,EdgeGAT_full_blend_tk_ka,chips
node:score_vol,0.013248916295159785,0.019580167501679235,EdgeGAT_full_blend_tk_ka,chips
node:gdpcap_d,0.011929197959115734,0.011623468947474533,EdgeGAT_full_blend_tk_ka,chips
node:goldstein_wmean,0.010250021099447578,0.010669928826779898,EdgeGAT_full_blend_tk_ka,chips
edge:pair_gold_mean,0.009674073056999188,0.013578668229011956,EdgeGAT_full_blend_tk_ka,chips
edge:dist,0.0018159696691361082,0.0006235286725510362,EdgeGAT_full_blend_tk_ka,chips
node:score_mean,0.0015262634391565537,0.006307847928114341,EdgeGAT_full_blend_tk_ka,chips
node:score_max,0.0010020270448755086,0.0006704274851208799,EdgeGAT_full_blend_tk_ka,chips
edge:pair_score_max,0.00025320294843193353,9.512067064154639e-05,EdgeGAT_full_blend_tk_ka,chips
edge:pair_score_mean,4.7044343241357346e-05,1.8531159280484506e-05,EdgeGAT_full_blend_tk_ka,chips
node:refYear,0.0,0.0,EdgeGAT_full_blend_tk_ka,chips
edge:pair_events,-0.00015391847158430227,9.166045670953397e-05,EdgeGAT_full_blend_tk_ka,chips
node:pop_d,-0.0022747740523797098,-0.006338914733525621,EdgeGAT_full_blend_tk_ka,chips
