epoch,mse,rmse,mae,smape,r2,log_r2,spearman,top1_sqerr_share,top5_sqerr_share,overflow_frac,n_finite,n_total,max_abs_pred_finite,train_loss
57,2.385642658802541e+18,1544552575.6032202,13274326.241480863,118.26445775589771,-2828.7698834756666,0.3214547423629873,0.6108393229782049,0.22249905073758103,0.990321048117207,0.0,123777,123777,257433887901.64877,0.008019284357083193
58,6224637802093002.0,78896373.8209368,2394536.6034934833,118.51530711947875,-6.383458089548219,0.3328966424910972,0.6157713623797617,0.18243269727935457,0.814580051515767,0.0,123777,123777,11953778742.665773,0.008057218467052138
59,8.772569719632269e+16,296185241.3546676,4297879.94522852,118.66239979870792,-103.05730087743484,0.3290565019902306,0.6075628304979803,0.1886559226196067,0.9072870128050124,0.0,123777,123777,45359681764.558365,0.008037260083759839
60,5484604640756705.0,74058116.64332752,2296631.7013278543,116.88277825639403,-5.505655395588229,0.33843599435160476,0.6042430654133745,0.18636376826932935,0.8112326772439364,0.0,123777,123777,12359324314.901474,0.008013495044813926
61,1.5029277363581324e+16,122593953.20969678,2663371.028728714,119.53560102158886,-16.827228355822733,0.3303524446468027,0.6144190882175218,0.19799362036223472,0.9179440648583181,0.0,123777,123777,19290019961.58357,0.008002215207576107
62,6446985588015982.0,80293122.91856621,2307054.0641453653,118.10618774250916,-6.647199629355426,0.33806093261894843,0.6124377491860862,0.19451937437701924,0.8755023149281363,0.0,123777,123777,12556948805.587358,0.00796419266247485
63,2.579190875080188e+17,507857349.5658193,5436637.437396945,117.21242688255968,-304.93503327529413,0.3387559664572941,0.6125945853279087,0.20162993171463148,0.9927411511428305,0.0,123777,123777,80496287168.83008,0.008000887599410842
64,4424199860181943.0,66514658.98718825,2340804.1805170374,117.70004640634642,-4.247838554791851,0.3277602494124987,0.6057293015055664,0.1678135364702978,0.7382929762300989,0.0,123777,123777,9892108987.08569,0.007947252629725645
65,7.845695049265191e+18,2801016788.46543,22292898.545468934,119.40404298546939,-9305.302217318953,0.31223213833514607,0.6085099632063777,0.2325953216185974,0.9937824057574374,0.0,123777,123777,476376749553.2243,0.007960642938631055
66,1.4343967873807644e+16,119766305.25238575,2630177.191049144,119.54962262936249,-16.014337058852448,0.3265894690274551,0.6031659227356496,0.197570048632799,0.9353832276716069,0.0,123777,123777,19520718052.03811,0.007983231854799136
67,6.830144709862529e+17,826446895.4423224,8011752.1092622345,118.73859154240807,-809.1690221053923,0.32758786230740833,0.6064762219725875,0.20103668724742207,0.992739035159753,0.0,123777,123777,131479850119.55748,0.007965569928372265
68,3037102793773237.5,55109915.56674023,2028007.392754212,117.99563573710203,-2.60251020291244,0.3477387633836684,0.6151228080915006,0.1737415591920212,0.7401943249184438,0.0,123777,123777,8228704851.827632,0.007953676899458393
69,4.207794503696838e+16,205129093.5897889,3380186.73842639,119.60820147229103,-48.9114572690968,0.3199773672739158,0.6031563466958386,0.19902578347921787,0.9492862400490981,0.0,123777,123777,32294600742.38241,0.007973081313108858
70,2.1815683084458156e+16,147701330.67937526,2866118.5873073903,119.16756112712822,-24.8770368445859,0.3291883401725568,0.6151733131839425,0.2089869349008983,0.9498988052169385,0.0,123777,123777,24866861991.9215,0.007891765083708688
71,1.480354674199018e+16,121669826.75252801,2705126.213596315,118.43687037010054,-16.559474208989407,0.3339579910285553,0.602256994738064,0.21849249108753283,0.924643573947925,0.0,123777,123777,21120177928.875202,0.007905304569117255
72,2.4835434907542912e+17,498351631.958228,6450883.232679094,119.83998932385518,-293.58965903829494,0.31149581268743554,0.5987518358033775,0.197006587996095,0.9196047662040463,0.0,123777,123777,78932271806.07442,0.007901457837910957
73,2.6140386673694256e+16,161679889.51534528,3099413.4512256817,117.91759875188473,-30.00685623586145,0.33180576126878447,0.6051959307208032,0.21424241705568542,0.9265912878432259,0.0,123777,123777,27440031383.936142,0.007946230471334175
74,1.7791091294457776e+17,421794870.6949597,5436392.653767951,118.87091857233057,-210.03200076281726,0.3143025662861537,0.6041472449141473,0.24052833855572922,0.9456310338890807,0.0,123777,123777,73890091343.91693,0.007909597503812916
75,1.312698530131081e+17,362311817.3798753,4565457.037102587,117.732579694543,-154.70792855088558,0.32598446292230143,0.6040339997155851,0.2377105771731784,0.981360000770001,0.0,123777,123777,63259312945.09511,0.007901780123241399
76,1.2705829678306254e+16,112720138.7432887,2632637.406413044,118.60085160696123,-14.0712320789441,0.33259272067288925,0.6093571703928357,0.229310941223991,0.92284539864082,0.0,123777,123777,20101764012.65909,0.007908898059530087
77,5.0646493987536856e+16,225047759.34795898,3873129.1202053954,118.67541242316236,-59.07518471416871,0.32908277651259865,0.611123151056274,0.22571250723069589,0.9280664198017328,0.0,123777,123777,38727362968.01719,0.007874773594143744
78,4.451902110612289e+17,667225757.1925929,6927532.0483349,118.11895144041544,-527.0698041808084,0.33170307596585247,0.6113116499732899,0.25597169964799077,0.9915189553847353,0.0,123777,123777,119876451439.58188,0.007965641325338618
79,2.1648896401363524e+16,147135639.46700177,2915915.5755841653,119.39212135134056,-24.679200034850577,0.32993563555625793,0.6115133349488983,0.24105449812003593,0.945120370935349,0.0,123777,123777,26526688066.251854,0.007908621170864874
80,2.53191562623014e+16,159119943.0062159,2972756.702290873,120.01724501163513,-29.03274006763351,0.32702850741371703,0.6159680100841801,0.24027930090233607,0.951705901335481,0.0,123777,123777,28552553453.390594,0.007915796902443649
81,4.793430301596071e+16,218939039.4972096,3436341.2404410304,119.29117530267519,-55.85807409566009,0.31854142525429174,0.5991498668987297,0.26445241483177395,0.9675132916290345,0.0,123777,123777,40722478796.71106,0.007940614396790996
82,2.7641283475503565e+18,1662566794.9139235,13561319.971702367,118.56226420150757,-3277.7170044509044,0.3220630445483682,0.6052818304281418,0.24919479139334838,0.9964162344498223,0.0,123777,123777,293101764731.0254,0.007897117978594315
83,3.814979514060325e+16,195319725.42629495,3214820.512326461,118.79114843086825,-44.25201666364938,0.33490436718093275,0.6082445109624111,0.2365030902425429,0.9698480915999109,0.0,123777,123777,34529684810.20495,0.007882290406824304
84,1.8078159028393152e+17,425184183.9531799,4933628.107380163,118.37871259607343,-213.43710263342047,0.33590451962471835,0.6143871419888939,0.634778190899768,0.9084787015434289,0.0,123777,123777,119181332412.70642,0.007853572310503045
85,1.9438686390157373e+18,1394226896.5328913,12483767.124683145,120.83766139968681,-2304.7522516304302,0.30138854145758043,0.5941271073237542,0.248029713116044,0.9873690984776791,0.0,123777,123777,245401148526.5111,0.007895735271791767
86,4.5028237130792105e+18,2121985794.740203,16819006.08848737,119.65099507916395,-5340.099551039791,0.3042484262672761,0.5925225911296045,0.25609478060455704,0.998236195035119,0.0,123777,123777,378912121083.5177,0.00788224840645246
87,1.1461773691960872e+18,1070596735.0950063,11263278.322360009,119.79105159118086,-1358.5574293177972,0.31291134926074227,0.6023150586186284,0.22255710923037644,0.9320467043874467,0.0,123777,123777,178802863226.5956,0.007840924912971116
88,1.1859465163304066e+16,108901171.54238546,2631641.56240299,120.33023934835269,-13.067302673943502,0.3135692497455965,0.5954996604304579,0.22006040057133694,0.9023667072083494,0.0,123777,123777,19084494361.31462,0.007850488569243369
89,3.153127417920738e+17,561527151.429095,6260982.658812493,117.75341206103258,-373.0134748626667,0.33745689930311473,0.6116894414702324,0.24124372686538095,0.9874900606691419,0.0,123777,123777,98144216114.88208,0.007921070225700782
90,7.133686255931269e+17,844611523.4787688,9173844.083650539,118.66857710476938,-845.1741095513096,0.33400103318233687,0.6145836705532178,0.19835356733285153,0.8335862951606482,0.0,123777,123777,132341828511.91971,0.007881371131283475
91,1.8579165160541197e+18,1363054113.399068,13880579.807616012,118.4503206318987,-2202.798705452786,0.3190085076543788,0.6056577116914929,0.2954811553225683,0.8371919429442366,0.0,123777,123777,260674195241.27713,0.007850590998893913
92,1.0465339685104014e+17,323501772.5624392,4808369.857396105,118.92676070490606,-123.13637454032984,0.32295249187475394,0.5968691462542198,0.21225804554757996,0.8746508604898613,0.0,123777,123777,53547273578.40341,0.007872235666514312
93,1.1526949172675304e+17,339513610.51768315,5205835.272060208,118.16994917314562,-135.7288327815367,0.32372463084982683,0.6024047079877819,0.18247319595889874,0.7869727939058053,0.0,123777,123777,52135633000.2773,0.007893730506693532
94,5.964134052602669e+18,2442157663.33844,22772693.050270047,118.62996128313918,-7073.457216294951,0.32468304601753295,0.6088501055326042,0.35919369265808454,0.8544791682478187,0.0,123777,123777,514941680022.75464,0.007820256709240756
95,5.233613240542135e+18,2287709168.697397,19555931.275698412,118.39344961364904,-6206.937754298615,0.32310330792741704,0.6065314824392092,0.2657777588322654,0.9822487850014722,0.0,123777,123777,416046409625.7436,0.007863742186383934
96,6.316848251034321e+17,794786024.7283114,8929064.253955925,120.03678874830453,-748.2835053609922,0.30346629256519986,0.5922440919568083,0.2335055508890132,0.816872751863295,0.0,123777,123777,135138781704.573,0.007853949042936391
97,2.6820609646983786e+17,517886180.9991051,7930678.740217631,119.77687473771648,-317.1371407635176,0.30756252115003646,0.5954847492122205,0.16399628807490757,0.6074439361092332,0.0,123777,123777,73785592157.52495,0.007890529958274646
98,6.949531867510708e+17,833638522.8329308,9170445.392079126,121.06067431892036,-823.3303292039229,0.2921326324208362,0.5974108329088093,0.34573008561306434,0.8003223734376582,0.0,123777,123777,172451290737.1518,0.007829479679046396
99,1.1197019034893763e+20,10581596776.901756,75038843.7380558,118.5160708789864,-132814.31134906108,0.3061997230258272,0.6036850807423428,0.23386679882470737,0.9975584420672567,0.0,123777,123777,1801455267768.6172,0.007850110641424704
100,2.626368279335059e+18,1620607379.760767,13468106.947880706,118.59366002012692,-3114.310598741814,0.3246964827540052,0.6101208805377397,0.2748342888503385,0.9965018416584128,0.0,123777,123777,300016419748.3086,0.0078710253837152
