timestamp,model,fusion,scoring,gdelt,risk_level,agg_mode,missing,tranche,mae,rmse,r2,log_r2,spearman,smape,n,notes
2026-07-14T21:50:11,GATv2,concat,keepall,True,node,first,median,all,2025596.74,29044456.13,-0.0006,-0.168,0.3548,134.59,123777,
2026-07-14T21:50:11,GATv2,concat,keepall,True,node,first,median,1M,11366580.74,77432750.79,-0.0182,-4.7568,0.1363,136.22,17372,
2026-07-14T21:50:11,GATv2,concat,keepall,True,node,first,median,10M,56863917.32,195371647.93,-0.0947,-17.2876,0.0146,164.95,2723,
2026-07-14T21:50:11,GATv2,concat,keepall,True,node,first,median,100M,378941819.72,627827122.39,-0.5749,-60.2154,-0.0904,195.81,258,
2026-07-14T21:54:45,RF,concat,topk,True,node,first,median,all,1610653.02,74879912.05,0.1092,0.4805,0.7034,104.99,140371,
2026-07-14T21:54:45,RF,concat,topk,True,node,first,median,1M,11606195.57,207452116.11,0.1064,-4.4883,0.3538,123.14,18288,
2026-07-14T21:54:45,RF,concat,topk,True,node,first,median,10M,67485167.08,546686472.01,0.0946,-11.6938,0.2508,150.29,2633,
2026-07-14T21:54:45,RF,concat,topk,True,node,first,median,100M,523451632.83,1797502524.26,0.0244,-23.8441,0.1829,168.74,243,
2026-07-14T23:22:47,TabTF,concat,topk,True,node,first,median,all,1792663.56,79351070.02,-0.0004,0.2242,0.5417,123.78,140371,
2026-07-14T23:22:47,TabTF,concat,topk,True,node,first,median,1M,12941170.06,219839945.58,-0.0035,-11.759,0.1337,161.84,18288,
2026-07-14T23:22:47,TabTF,concat,topk,True,node,first,median,10M,74236577.51,579323888.89,-0.0168,-29.9852,-0.0028,190.5,2633,
2026-07-14T23:22:47,TabTF,concat,topk,True,node,first,median,100M,561463945.44,1904517525.11,-0.0953,-71.6716,-0.0954,199.02,243,
2026-07-14T23:24:47,GCN,concat,topk,True,node,first,median,all,2805237.82,29375363.38,-0.0236,-0.313,0.3864,139.16,123777,
2026-07-14T23:24:47,GCN,concat,topk,True,node,first,median,1M,12868169.66,77599508.55,-0.0226,-3.8976,0.133,129.63,17372,
2026-07-14T23:24:47,GCN,concat,topk,True,node,first,median,10M,55469600.35,194832359.73,-0.0886,-14.1495,-0.0022,150.39,2723,
2026-07-14T23:24:47,GCN,concat,topk,True,node,first,median,100M,376101032.44,626600065.39,-0.5688,-52.3496,-0.1165,190.69,258,
2026-07-14T23:27:34,GAT,concat,topk,True,node,first,median,all,2645277.98,29368185.37,-0.0231,-0.2834,0.3756,137.35,123777,
2026-07-14T23:27:34,GAT,concat,topk,True,node,first,median,1M,11738790.63,77506733.72,-0.0201,-3.9295,0.1347,126.85,17372,
