chapter,scope,mae,rmse,r2,log_r2,spearman,smape,n,model
7602,per_chapter,6754113.199667634,13655080.51836227,0.43787230145069955,0.2694474631454542,0.7275303643724697,82.60977881396636,39,GAT_first_none_perproduct
7603,per_chapter,470787.2064446625,1357693.0234325235,-0.04387937529064967,0.10463018999381812,0.5225007550588946,115.445652594778,43,GAT_first_none_perproduct
7604,per_chapter,1104934.0003819687,2786603.9089658703,0.003133854746975917,0.2593066851618777,0.47595271063681005,114.31621934600398,111,GAT_first_none_perproduct
7605,per_chapter,3259427.459943397,20461604.50660971,-0.023504395722822036,0.050172051038998466,0.34072717347639786,138.0274188564619,88,GAT_first_none_perproduct
7606,per_chapter,1669442.5589732158,4676859.95927527,0.12986943392576544,0.14753041492285346,0.5043697890831349,124.57669866768425,126,GAT_first_none_perproduct
7607,per_chapter,1151196.5922787404,3391527.9659088715,-0.2067328965680788,0.2802607127611275,0.6748298221703617,110.92761796061342,108,GAT_first_none_perproduct
7608,per_chapter,215052.95956529342,473273.3458327116,0.20898634452043685,0.24136610525312896,0.6734740619154863,112.98064331305022,68,GAT_first_none_perproduct
7609,per_chapter,365227.91383505386,1558808.8247558002,-12.36944857007561,0.12730064614473702,0.5486012328117591,117.93275752956691,37,GAT_first_none_perproduct
7610,per_chapter,992097.9012154457,3084215.2557100924,0.356863540374207,0.4792795096658543,0.6792281039517271,94.81573692418334,78,GAT_first_none_perproduct
7611,per_chapter,209445.64590360475,530684.2034021227,0.06818067018661556,0.3098989670791631,0.6957478005865102,115.16538304729373,32,GAT_first_none_perproduct
7612,per_chapter,1309012.0439873708,2330537.3646266093,-0.4124064066967157,-0.016416433822397547,0.3290750915750915,134.63761012684614,64,GAT_first_none_perproduct
7613,per_chapter,172304.3588319332,574076.1282090086,0.126446225871649,0.5914605045309403,0.8225806451612903,79.89740294474453,32,GAT_first_none_perproduct
7614,per_chapter,693810.6128625185,1803615.491757765,-0.1036346715230374,0.08709577865312834,0.24202127659574468,122.77292551765603,47,GAT_first_none_perproduct
7615,per_chapter,475145.8114120719,2478746.667286493,0.23916163207962038,0.2846626653102319,0.5159011145974751,119.52408576713356,73,GAT_first_none_perproduct
7616,per_chapter,798870.2703089139,3160745.6445977264,0.17642664396827223,0.21899311537375676,0.5130647961985553,124.89526185126314,107,GAT_first_none_perproduct
7801,per_chapter,2007122.5187926786,3818969.8597106533,-0.059332123573589524,-0.15664475865622118,0.12015698065410287,111.24464839883126,66,GAT_first_none_perproduct
7804,per_chapter,105993.57848550832,233893.00059363912,0.06860565003605634,0.11186211612701225,0.3671123782020622,125.57780940452035,51,GAT_first_none_perproduct
7901,per_chapter,4259922.899923194,14645832.953369915,-0.06200596897288224,0.024036271754567906,0.38955305663694967,124.04808881853984,65,GAT_first_none_perproduct
7902,per_chapter,751309.8059976521,1549702.499133947,0.1259640011140778,0.16671268673204231,0.5955506117908788,103.07343243154345,30,GAT_first_none_perproduct
7903,per_chapter,384317.67808695324,598549.8619641139,0.023426350709983,-0.11947835885187152,0.4127038333475625,117.33161635712564,52,GAT_first_none_perproduct
7907,per_chapter,217846.02047478536,371785.2395007973,-0.17498355566545687,0.2857375565382062,0.6527670527670528,115.82468837396308,36,GAT_first_none_perproduct
8001,per_chapter,3249121.7869077544,8493134.042195816,-8.020304275101322,0.2897327262743319,0.6509652509652509,131.46804172752917,36,GAT_first_none_perproduct
8101,per_chapter,336345.4210286963,754307.7403404763,0.3116602608640652,0.2512875679327775,0.5188687970551883,113.09683100547012,88,GAT_first_none_perproduct
8102,per_chapter,829098.7571523952,3092712.765656517,-0.044467463463500057,0.2984980024593492,0.5140117786369995,129.08866948944217,75,GAT_first_none_perproduct
8103,per_chapter,1351387.5323371147,2255061.288612784,-0.6727489348361706,-0.11179615779610041,0.4826999432785027,145.82915657435652,42,GAT_first_none_perproduct
8104,per_chapter,4089001.6463270276,12829085.811775561,-9.772755011778797,-0.16977533199314565,0.37768216897796786,149.49177337762276,69,GAT_first_none_perproduct
8105,per_chapter,1060922.6126929766,2254194.4990914133,0.014194395590326314,0.12778811280356028,0.7019927971188475,121.96248117479254,50,GAT_first_none_perproduct
8108,per_chapter,1618702.467812819,4144231.273315268,0.021349888614863977,0.28005520416608864,0.5024392179077102,115.37879297156897,61,GAT_first_none_perproduct
8112,per_chapter,1038287.1440174727,3893625.8557406575,-0.0662608205879982,0.07641062546395871,0.2924865134559762,120.58909594596938,100,GAT_first_none_perproduct
8201,per_chapter,49779.57262284335,162384.49974367116,0.6103317364616455,0.3838852613422492,0.6508222870901362,104.08154036658644,184,GAT_first_none_perproduct
8202,per_chapter,115001.99687791144,390757.7209739422,0.38119845453789003,0.47019222627555823,0.7530750555228345,104.99327027366796,214,GAT_first_none_perproduct
8203,per_chapter,110734.32908778707,471065.2221295591,0.3311584493116646,0.500731183287086,0.7256464167050943,100.73822617994486,140,GAT_first_none_perproduct
8204,per_chapter,94420.50842331599,365403.14872555423,0.6293317555630713,0.639965919313455,0.8374672576085346,81.5260324275578,111,GAT_first_none_perproduct
8205,per_chapter,126228.42914075607,746493.8674109011,0.25185879361332986,0.4229553668345628,0.6787689924156244,101.70283632936594,325,GAT_first_none_perproduct
8206,per_chapter,168282.01894773665,638233.8786137137,0.6706134010046805,0.5386346787440912,0.702063789868668,96.33621744361811,40,GAT_first_none_perproduct
8207,per_chapter,412914.4392736812,1064782.263217492,0.18437496785984986,0.36153621350033216,0.6908061497821775,113.29649443274523,332,GAT_first_none_perproduct
8208,per_chapter,115618.32831393975,289319.3841366764,0.26164566936770184,0.44519965535474326,0.7505178292604635,99.35192217977804,163,GAT_first_none_perproduct
